ID,Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
803,South Yarra,12/219 Williams Rd,1,u,310000,PI,Buxton,12/11/16,3.3,3141,1,1,1.0,0,40.0,1950.0,Stonnington,-37.8444,145.0037,Southern Metropolitan,14887
807,South Yarra,21 Ralston St,3,h,906000,S,Jellis,22/5/16,3.3,3141,3,1,0.0,154,88.0,1920.0,Stonnington,-37.8395,144.9868,Southern Metropolitan,14887
808,South Yarra,24/384 Toorak Rd,1,u,367000,S,hockingstuart,22/5/16,3.3,3141,1,1,0.0,0,42.0,1950.0,Stonnington,-37.8406,145.0035,Southern Metropolitan,14887
809,South Yarra,19/47 Rockley Rd,2,u,500000,VB,Abercromby's,22/8/16,3.3,3141,2,1,1.0,0,73.0,1980.0,Stonnington,-37.835,145.0002,Southern Metropolitan,14887
811,South Yarra,68 Oban St,3,h,2200000,PI,Jellis,27/11/16,3.3,3141,3,2,0.0,358,238.0,1915.0,Stonnington,-37.8425,145.0031,Southern Metropolitan,14887
812,South Yarra,9/210 Domain Rd,2,u,826000,S,Jellis,28/8/16,3.3,3141,2,1,1.0,0,79.0,1970.0,Melbourne,-37.8342,144.9842,Southern Metropolitan,14887
813,Southbank,41/106 Southbank Bvd,3,u,720000,S,VICPROP,3/9/16,1.2,3006,3,1,1.0,0,106.0,1993.0,Melbourne,-37.8235,144.9655,Southern Metropolitan,8400
815,Southbank,3303/9 Power St,2,u,800000,PI,Marshall,24/9/16,1.2,3006,2,2,2.0,0,73.0,2014.0,Melbourne,-37.8229,144.9612,Southern Metropolitan,8400
818,St Kilda,59 Clyde St,3,h,1891000,S,Marshall,4/3/17,6.1,3182,3,2,3.0,384,123.0,1915.0,Port Phillip,-37.8645,144.9805,Southern Metropolitan,13240
820,St Kilda,10/69 Wellington St,2,u,685000,S,Greg,4/3/17,6.1,3182,2,2,2.0,0,102.0,1999.0,Port Phillip,-37.8568,144.9873,Southern Metropolitan,13240
821,St Kilda,12 Gurner St,4,h,1900000,PI,Wilson,12/11/16,6.1,3182,4,2,2.0,507,202.0,1890.0,Port Phillip,-37.8616,144.9807,Southern Metropolitan,13240
823,St Kilda,104/13 Wellington St,2,u,575000,S,Buxton,18/6/16,6.1,3182,2,2,1.0,0,78.0,2013.0,Port Phillip,-37.8562,144.9844,Southern Metropolitan,13240
824,St Kilda,64 Havelock St,2,h,1200500,S,hockingstuart,24/9/16,6.1,3182,2,1,0.0,201,83.0,1915.0,Port Phillip,-37.8654,144.9809,Southern Metropolitan,13240
825,St Kilda,1/160 Carlisle St,2,u,902000,S,Marshall,25/2/17,6.1,3182,2,1,0.0,0,108.0,1920.0,Port Phillip,-37.8681,144.9894,Southern Metropolitan,13240
827,St Kilda,35 Pakington St,3,h,1678000,S,McGrath,27/6/16,6.1,3182,3,2,2.0,361,171.0,2016.0,Port Phillip,-37.8663,144.9882,Southern Metropolitan,13240
828,St Kilda,1/45 Robe St,2,u,400000,VB,McGrath,27/6/16,6.1,3182,2,1,1.0,797,67.0,1970.0,Port Phillip,-37.8642,144.9793,Southern Metropolitan,13240
831,Strathmore,56 Hillsyde Pde,3,h,1025000,S,Considine,7/5/16,9.7,3041,3,2,1.0,654,180.0,1950.0,Moonee Valley,-37.7369,144.9251,Western Metropolitan,3284
834,Strathmore,6 Prefect St,4,h,1715000,S,Paul,18/6/16,9.7,3041,4,3,2.0,650,348.0,2001.0,Moonee Valley,-37.7363,144.9208,Western Metropolitan,3284
835,Strathmore,138a Lebanon St,2,h,630000,S,Barry,22/5/16,9.7,3041,3,2,1.0,378,106.0,2000.0,Moonee Valley,-37.7245,144.9097,Western Metropolitan,3284
838,Sunshine,15 Mellor St,3,h,745000,SP,Biggin,4/3/17,12.6,3020,3,1,2.0,518,122.0,1960.0,Brimbank,-37.7802,144.8374,Western Metropolitan,3755
839,Sunshine,17 Snowden St,3,h,657500,S,Barry,7/5/16,12.6,3020,3,1,1.0,513,116.0,1955.0,Brimbank,-37.7796,144.8372,Western Metropolitan,3755
840,Sunshine,1 Walter St,4,h,1030000,S,Sweeney,7/5/16,12.6,3020,4,2,2.0,803,309.0,2002.0,Brimbank,-37.7932,144.8434,Western Metropolitan,3755
843,Sunshine,3/2 Cooper St,3,t,500000,PI,Douglas,27/6/16,12.6,3020,3,1,2.0,224,159.0,1985.0,Brimbank,-37.7863,144.8401,Western Metropolitan,3755
844,Sunshine,68 Chapman St,4,h,895000,S,Jas,27/11/16,12.6,3020,4,2,3.0,430,144.0,1945.0,Brimbank,-37.7939,144.8283,Western Metropolitan,3755
845,Sunshine,2/7 Mayo St,2,t,410000,SP,Barry,28/5/16,12.6,3020,2,2,2.0,204,85.0,2008.0,Brimbank,-37.7982,144.823,Western Metropolitan,3755
849,Sunshine North,25 Lodden St,4,h,626800,S,Douglas,7/11/16,13.3,3020,4,1,2.0,581,130.0,1950.0,Brimbank,-37.7712,144.8336,Western Metropolitan,4217
855,Sunshine West,17 Fern St,3,h,480000,PI,Barry,16/4/16,13.5,3020,3,1,2.0,696,148.0,1960.0,Brimbank,-37.7836,144.7988,Western Metropolitan,6763
856,Sunshine West,50 Killara St,3,h,690000,S,Burnham,18/3/17,13.5,3020,3,1,0.0,540,121.0,1967.0,Brimbank,-37.789,144.8195,Western Metropolitan,6763
857,Sunshine West,3/14 Smart St,2,u,350000,S,Bells,24/9/16,13.5,3020,2,1,1.0,235,80.0,1990.0,Brimbank,-37.7847,144.8146,Western Metropolitan,6763
858,Sunshine West,4 Apollo Pl,4,h,657000,S,hockingstuart,25/2/17,13.5,3020,4,2,4.0,651,178.0,1975.0,Brimbank,-37.7914,144.7918,Western Metropolitan,6763
859,Sunshine West,1/40 Warmington Rd,3,h,305000,SP,Jellis,27/6/16,13.5,3020,3,1,2.0,367,114.0,1970.0,Brimbank,-37.8018,144.8246,Western Metropolitan,6763
860,Sunshine West,2/42 Bardsley St,3,t,510000,SP,Barry,28/5/16,13.5,3020,3,2,1.0,333,141.0,2012.0,Brimbank,-37.7912,144.8215,Western Metropolitan,6763
861,Sunshine West,49 Warmington Rd,3,h,451000,S,Douglas,30/7/16,13.5,3020,3,1,6.0,655,146.0,1978.0,Brimbank,-37.8022,144.8235,Western Metropolitan,6763
866,Surrey Hills,2/23 Broughton Rd,2,u,610000,PI,Marshall,15/10/16,11.2,3127,2,1,1.0,102,78.0,1970.0,Whitehorse,-37.8288,145.1048,Southern Metropolitan,5457
867,Surrey Hills,14 Scheele St,3,h,1560000,S,hockingstuart,24/9/16,11.2,3127,0,2,1.0,335,209.0,2013.0,Boroondara,-37.8165,145.0981,Southern Metropolitan,5457
869,Templestowe Lower,3 Waratah Dr,4,h,1201000,SP,Zahn,3/9/16,13.8,3107,4,2,2.0,657,221.0,1978.0,Manningham,-37.7624,145.1175,Eastern Metropolitan,5420
870,Templestowe Lower,120 Templestowe Rd,3,h,742500,S,Philip,3/12/16,13.8,3107,3,1,2.0,313,128.0,1980.0,Manningham,-37.7556,145.0946,Eastern Metropolitan,5420
873,Templestowe Lower,315 Thompsons Rd,3,h,1290000,S,Barry,7/11/16,13.8,3107,3,1,2.0,900,125.0,1960.0,Manningham,-37.764,145.1097,Eastern Metropolitan,5420
874,Templestowe Lower,40 Dellfield Dr,5,h,950000,PI,Barry,10/9/16,13.8,3107,5,3,2.0,700,220.0,1973.0,Manningham,-37.7658,145.124,Eastern Metropolitan,5420
876,Templestowe Lower,16 Clauscen St,4,h,1280000,PI,Jellis,12/11/16,13.8,3107,4,2,2.0,681,158.0,1970.0,Manningham,-37.7646,145.1167,Eastern Metropolitan,5420
878,Thornbury,2/6 Kemp St,1,u,517500,S,Harcourts,3/12/16,6.5,3071,1,1,0.0,0,53.0,1910.0,Darebin,-37.762,144.996,Northern Metropolitan,8870
882,Thornbury,4/305 Rossmoyne St,2,u,505000,S,Jellis,16/4/16,6.5,3071,2,1,0.0,0,80.0,1980.0,Darebin,-37.7591,145.0211,Northern Metropolitan,8870
884,Thornbury,146 Rossmoyne St,3,h,1200000,VB,Nelson,17/9/16,6.5,3071,3,2,1.0,345,345.0,1905.0,Darebin,-37.7582,145.0094,Northern Metropolitan,8870
885,Thornbury,2/2 Dundas St,2,u,450000,S,McGrath,18/3/17,6.5,3071,2,1,1.0,0,52.0,1970.0,Darebin,-37.7526,145.0023,Northern Metropolitan,8870
886,Thornbury,3/57 Pender St,1,u,383000,S,Love,19/11/16,6.5,3071,1,1,1.0,0,44.0,1965.0,Darebin,-37.7539,145.0075,Northern Metropolitan,8870
887,Thornbury,144 Clarendon St,3,h,1290000,SP,Barry,22/5/16,6.5,3071,3,1,2.0,435,138.0,1920.0,Darebin,-37.7607,145.0105,Northern Metropolitan,8870
889,Thornbury,7/67 Pender St,2,u,438000,SP,Love,22/8/16,6.5,3071,2,1,1.0,0,66.0,1970.0,Darebin,-37.7541,145.0088,Northern Metropolitan,8870
891,Thornbury,45A Harold St,3,h,1280000,S,Jellis,25/2/17,6.5,3071,3,1,1.0,253,130.0,1910.0,Darebin,-37.7566,144.9965,Northern Metropolitan,8870
894,Toorak,684 Orrong Rd,4,h,5500000,S,Marshall,4/3/17,4.6,3142,4,4,5.0,877,332.0,1923.0,Stonnington,-37.8447,145.0134,Southern Metropolitan,7217
895,Toorak,296A Williams Rd,3,h,2840000,PI,Marshall,11/3/17,4.6,3142,3,2,4.0,1317,228.0,2000.0,Stonnington,-37.838,145.0054,Southern Metropolitan,7217
896,Toorak,11 Church St,3,t,2700000,VB,Kay,12/6/16,4.6,3142,3,2,2.0,294,220.0,2010.0,Stonnington,-37.8503,145.0292,Southern Metropolitan,7217
898,Toorak,23 Canberra Rd,4,h,4500000,PI,RT,15/10/16,4.6,3142,4,3,2.0,732,367.0,1980.0,Stonnington,-37.8349,145.01,Southern Metropolitan,7217
899,Toorak,13 Bruce St,3,h,1900000,VB,Castran,19/11/16,4.6,3142,3,2,1.0,268,139.0,1900.0,Stonnington,-37.8369,145.0072,Southern Metropolitan,7217
900,Toorak,16 Cole Ct,3,h,3270000,S,Marshall,28/8/16,4.6,3142,3,2,1.0,363,215.0,1935.0,Stonnington,-37.8445,145.0182,Southern Metropolitan,7217
901,Viewbank,14 Rosemary Ct,4,h,730000,PI,Miles,4/6/16,13.8,3084,4,1,1.0,865,172.0,1960.0,Banyule,-37.7297,145.0946,Eastern Metropolitan,2698
903,Viewbank,24 Northwood Dr,5,h,1025000,S,Nelson,17/9/16,13.8,3084,5,3,2.0,531,233.0,1978.0,Banyule,-37.7378,145.0955,Eastern Metropolitan,2698
906,Watsonia,7 French Ct,3,h,740000,S,Buckingham,10/9/16,14.9,3087,3,1,1.0,591,104.0,1960.0,Banyule,-37.7135,145.0783,Northern Metropolitan,2329
907,Watsonia,1 Meagher St,3,h,741000,SP,Buckingham,12/11/16,14.9,3087,3,1,1.0,671,103.0,1960.0,Banyule,-37.7072,145.0855,Northern Metropolitan,2329
908,Watsonia,1/18 Leafield St,3,u,537000,S,Barry,14/5/16,14.9,3087,3,1,2.0,327,95.0,1960.0,Banyule,-37.7125,145.0768,Northern Metropolitan,2329
909,Watsonia,295 Greenwood Dr,3,h,860500,S,Barry,24/9/16,14.9,3087,3,2,0.0,767,147.0,1960.0,Banyule,-37.7084,145.0788,Northern Metropolitan,2329
910,Watsonia,49 Wattle Dr,3,h,627500,S,Barry,24/9/16,14.9,3087,3,1,1.0,319,96.0,2000.0,Banyule,-37.7165,145.0759,Northern Metropolitan,2329
911,West Melbourne,9/24 Ireland St,1,u,550000,S,Nelson,7/5/16,1.9,3003,1,1,1.0,0,207.0,1930.0,Melbourne,-37.8076,144.9456,Northern Metropolitan,2230
912,West Melbourne,11/24 Ireland St,1,u,482000,SP,Nelson,26/7/16,1.9,3003,1,1,1.0,0,62.0,1930.0,Melbourne,-37.8076,144.9456,Northern Metropolitan,2230
914,West Melbourne,19/33 Jeffcott St,3,u,601000,S,MICM,30/7/16,1.9,3003,2,1,1.0,0,81.0,1996.0,Melbourne,-37.8118,144.9526,Northern Metropolitan,2230
917,Williamstown,13/8 The Strand,2,t,830000,SP,Greg,7/11/16,8.0,3016,2,1,1.0,84,110.0,1980.0,Hobsons Bay,-37.8581,144.9015,Western Metropolitan,6380
920,Williamstown North,18 Inglis St,3,h,1225000,SP,Raine,27/11/16,8.9,3016,3,1,1.0,311,126.0,1920.0,Hobsons Bay,-37.8546,144.8762,Western Metropolitan,802
922,Windsor,344 High St,3,h,2302000,S,Marshall,4/3/17,5.1,3181,3,1,4.0,440,144.0,1895.0,Stonnington,-37.8528,144.9994,Southern Metropolitan,4380
923,Windsor,3/11 Lincoln Pl,2,h,1177000,PI,Marshall,18/3/17,5.1,3181,2,2,2.0,521,122.0,2000.0,Stonnington,-37.8543,144.9939,Southern Metropolitan,4380
924,Windsor,8/14 Newry St,2,u,474000,S,Beller,28/8/16,5.1,3181,2,1,1.0,0,66.0,1985.0,Port Phillip,-37.8552,145.0005,Southern Metropolitan,4380
925,Yallambie,36 Longacres Rd,4,h,953000,S,Fletchers,15/10/16,15.0,3085,4,2,2.0,551,150.0,1997.0,Banyule,-37.7302,145.0883,Northern Metropolitan,1369
927,Yarraville,41 Sussex St,3,h,770000,SP,Jas,3/12/16,7.0,3013,2,1,1.0,138,82.0,1890.0,Maribyrnong,-37.82,144.891,Western Metropolitan,6543
929,Yarraville,109 Powell St,3,h,1320000,S,Jas,4/3/17,7.0,3013,3,2,2.0,473,171.0,1920.0,Maribyrnong,-37.8217,144.8842,Western Metropolitan,6543
930,Yarraville,122 Stephen St,1,u,510000,SP,hockingstuart,11/2/17,7.0,3013,1,1,2.0,0,83.0,2004.0,Maribyrnong,-37.8173,144.894,Western Metropolitan,6543
931,Yarraville,9/51 Stephen St,2,u,381000,PI,Jas,11/2/17,7.0,3013,2,1,1.0,0,65.0,1960.0,Maribyrnong,-37.8128,144.8953,Western Metropolitan,6543
932,Yarraville,64 Bishop St,3,h,1055000,S,hockingstuart,16/4/16,7.0,3013,3,1,3.0,670,116.0,1940.0,Maribyrnong,-37.8134,144.8745,Western Metropolitan,6543
936,Yarraville,7 Stewart St,4,h,1340000,VB,Village,18/3/17,7.0,3013,4,2,0.0,297,175.0,1900.0,Maribyrnong,-37.8108,144.888,Western Metropolitan,6543
937,Yarraville,3 Freame St,3,h,1081000,SP,Village,24/9/16,7.0,3013,3,1,1.0,448,104.0,1940.0,Maribyrnong,-37.8171,144.8753,Western Metropolitan,6543
943,Aberfeldie,126 The Boulevard,4,h,3900000,S,Nelson,10/12/16,9.1,3040,4,4,4.0,670,375.0,2010.0,Moonee Valley,-37.7637,144.8931,Western Metropolitan,1543
944,Brunswick East,1 Nunan St,4,h,856000,S,Harrington,3/12/16,4.5,3057,4,2,2.0,136,151.0,1997.0,Moreland,-37.7601,144.9805,Northern Metropolitan,5533
946,Brunswick East,6 Kingfisher Gdns,3,t,940000,S,Nelson,4/3/17,4.5,3057,3,1,2.0,213,116.0,1995.0,Moreland,-37.7643,144.9808,Northern Metropolitan,5533
956,Brunswick East,3/10 Rathdowne St,3,t,805000,S,Woodards,30/7/16,4.5,3057,2,1,1.0,0,114.0,2003.0,Moreland,-37.7789,144.9739,Northern Metropolitan,5533
960,Carlton,254 Faraday St,3,h,1590000,SP,Woodards,7/5/16,1.8,3053,2,2,2.0,100,106.0,1900.0,Melbourne,-37.7983,144.9655,Northern Metropolitan,6786
963,East Melbourne,203/140 Gipps St,2,u,1935000,SP,Nelson,16/7/16,1.5,3002,2,2,2.0,0,150.0,2010.0,Melbourne,-37.8127,144.9847,Northern Metropolitan,3040
965,East Melbourne,1/187 George St,2,u,700000,PI,Harcourts,22/8/16,1.5,3002,2,2,1.0,0,65.0,1970.0,Melbourne,-37.8153,144.9842,Northern Metropolitan,3040
968,Fawkner,73 Major Rd,3,h,526000,S,Harcourts,7/11/16,12.4,3060,3,1,1.0,404,101.0,1960.0,Moreland,-37.7075,144.9678,Northern Metropolitan,5070
972,Fawkner,3 Syndal St,3,h,650000,SP,Brad,18/3/17,12.4,3060,3,1,3.0,602,97.0,1950.0,Moreland,-37.7144,144.9737,Northern Metropolitan,5070
973,Fawkner,256 McBryde St,3,h,640000,SP,YPA,25/2/17,12.4,3060,3,1,4.0,533,135.0,1965.0,Moreland,-37.6985,144.9778,Northern Metropolitan,5070
974,Fawkner,12 Selola Ct,3,h,652500,PI,hockingstuart,27/11/16,12.4,3060,3,1,1.0,592,113.0,1960.0,Moreland,-37.6968,144.9674,Northern Metropolitan,5070
975,Fawkner,2/11 Dowling St,3,u,422500,S,Ray,30/7/16,12.4,3060,3,2,1.0,195,91.0,2000.0,Moreland,-37.7062,144.9688,Northern Metropolitan,5070
977,Hawthorn East,1/17 Auburn Gr,2,u,573000,S,Kay,13/8/16,7.5,3123,2,1,1.0,0,60.0,1970.0,Boroondara,-37.8254,145.047,Southern Metropolitan,6482
979,Hawthorn East,16/799 Burwood Rd,2,u,444000,S,LITTLE,18/6/16,7.5,3123,2,1,1.0,0,68.0,1970.0,Boroondara,-37.8245,145.0527,Southern Metropolitan,6482
980,Hawthorn East,11 Council St,3,h,1320000,VB,Jellis,18/6/16,7.5,3123,3,2,1.0,213,162.0,1890.0,Boroondara,-37.8302,145.0542,Southern Metropolitan,6482
983,Hawthorn East,2/60 Rathmines Rd,3,h,975000,VB,Fletchers,30/7/16,7.5,3123,3,1,1.0,211,120.0,1990.0,Boroondara,-37.8204,145.0489,Southern Metropolitan,6482
985,Heidelberg,13 Edgar St,3,h,750000,VB,Nelson,16/4/16,10.6,3084,3,1,2.0,577,140.0,1955.0,Banyule,-37.7494,145.0703,Eastern Metropolitan,2890
986,Heidelberg,6 Bolden St,5,h,1401000,S,Nelson,19/11/16,10.6,3084,5,2,2.0,580,222.0,1940.0,Banyule,-37.7539,145.0577,Eastern Metropolitan,2890
989,Ivanhoe East,41 McArthur Rd,4,h,1740000,S,Miles,7/11/16,9.0,3079,4,3,3.0,948,249.0,1960.0,Banyule,-37.7759,145.063,Eastern Metropolitan,1554
990,Ivanhoe East,1/169 Lower Heidelberg Rd,3,t,1050000,VB,Nelson,22/8/16,9.0,3079,3,2,1.0,180,165.0,2012.0,Banyule,-37.772,145.0538,Eastern Metropolitan,1554
991,Jacana,25 Bliburg St,3,h,495000,S,YPA,27/11/16,14.5,3047,3,1,2.0,598,92.0,1965.0,Hume,-37.6878,144.9112,Northern Metropolitan,851
992,Kingsville,132 Coronation St,3,h,1035000,SP,Village,6/8/16,7.8,3012,3,2,2.0,275,145.0,1920.0,Maribyrnong,-37.8118,144.8801,Western Metropolitan,1808
993,Kingsville,57 Wales St,3,h,925000,SP,Village,24/9/16,7.8,3012,3,1,1.0,275,100.0,1920.0,Maribyrnong,-37.8085,144.8802,Western Metropolitan,1808
995,Murrumbeena,2/11 Howe St,2,u,740000,S,Buxton,6/8/16,12.1,3163,2,1,1.0,161,89.0,1980.0,Glen Eira,-37.8955,145.073,Southern Metropolitan,4442
996,Murrumbeena,4/16 Rosella St,2,u,680000,S,Buxton,7/5/16,12.1,3163,2,1,2.0,275,94.0,1975.0,Glen Eira,-37.8936,145.0725,Southern Metropolitan,4442
998,Murrumbeena,22/41 Murrumbeena Rd,2,u,605000,SP,Fletchers,12/11/16,12.1,3163,2,2,2.0,5289,72.0,2013.0,Glen Eira,-37.8882,145.0666,Southern Metropolitan,4442
999,Murrumbeena,21 Ardyne St,4,h,1610000,S,Ray,15/10/16,12.1,3163,4,2,2.0,660,167.0,1920.0,Glen Eira,-37.8932,145.0681,Southern Metropolitan,4442
1004,Ormond,2/27 Wheeler St,3,u,900000,S,hockingstuart,6/8/16,11.8,3204,3,1,1.0,265,91.0,1990.0,Glen Eira,-37.906,145.04,Southern Metropolitan,3578
1008,Ormond,21 Stewart St,4,h,2005000,S,hockingstuart,15/10/16,11.8,3204,4,2,2.0,691,193.0,1935.0,Glen Eira,-37.905,145.029,Southern Metropolitan,3578
1009,Ormond,13 Parker St,4,h,1390000,SA,Ray,16/7/16,11.8,3204,4,2,2.0,666,158.0,1937.0,Glen Eira,-37.9032,145.049,Southern Metropolitan,3578
1010,Ormond,2 Stewart St,3,h,940000,PI,Buxton,16/7/16,11.8,3204,3,1,1.0,397,124.0,1940.0,Glen Eira,-37.9064,145.0291,Southern Metropolitan,3578
1011,Ormond,3/11 Ormond Rd,2,u,410000,SA,Stockdale,26/7/16,11.8,3204,2,1,1.0,0,65.0,1970.0,Glen Eira,-37.903,145.0452,Southern Metropolitan,3578
1012,Ormond,2 Wimmera St,2,h,1177000,S,Thomson,27/11/16,11.8,3204,2,1,2.0,452,105.0,1930.0,Glen Eira,-37.9024,145.0539,Southern Metropolitan,3578
1013,Ormond,3/302 Grange Rd,2,u,405000,VB,Besser,28/8/16,11.8,3204,2,1,1.0,0,68.0,1970.0,Glen Eira,-37.9031,145.0444,Southern Metropolitan,3578
1014,West Footscray,12/32 Argyle St,2,h,438000,S,hockingstuart,8/10/16,8.2,3012,2,1,2.0,0,75.0,1970.0,Maribyrnong,-37.7952,144.8749,Western Metropolitan,5058
1015,West Footscray,45 Hansen St,3,h,967000,S,Jas,10/12/16,8.2,3012,3,1,2.0,347,113.0,1925.0,Maribyrnong,-37.8067,144.8761,Western Metropolitan,5058
1017,West Footscray,8 Dongola Rd,3,h,913000,S,hockingstuart,19/11/16,8.2,3012,3,1,3.0,448,96.0,1925.0,Maribyrnong,-37.7911,144.8821,Western Metropolitan,5058
1019,West Footscray,44 Clive St,3,h,1151500,SP,Sweeney,26/7/16,8.2,3012,4,1,2.0,536,113.0,1925.0,Maribyrnong,-37.7978,144.8743,Western Metropolitan,5058
1021,Albion,7 Dalworth St,2,h,765000,SA,Barry,4/2/16,13.9,3020,2,1,2.0,672,111.0,1958.0,Brimbank,-37.7812,144.8121,Western Metropolitan,2185
1022,Albion,12 Coolamon St,2,h,600000,SP,Barry,22/5/16,13.9,3020,2,1,1.0,534,90.0,1950.0,Brimbank,-37.7795,144.8204,Western Metropolitan,2185
1023,Glen Huntly,83 Grange Rd,3,h,1160000,S,Gary,8/10/16,10.4,3163,3,1,2.0,553,137.0,1930.0,Glen Eira,-37.8878,145.0456,Southern Metropolitan,2403
1024,Glen Huntly,8 Augusta St,3,h,1330000,S,Woodards,10/9/16,10.4,3163,3,2,1.0,295,176.0,1930.0,Glen Eira,-37.8904,145.0387,Southern Metropolitan,2403
1027,Oakleigh,197 Huntingdale Rd,3,h,1025000,S,Ray,25/2/17,14.0,3166,3,1,2.0,543,139.0,1940.0,Monash,-37.9023,145.105,Southern Metropolitan,3224
1031,Cremorne,443 Punt Rd,3,h,1280000,S,Biggin,7/11/16,2.5,3121,3,2,2.0,324,165.0,1880.0,Yarra,-37.8278,144.9885,Northern Metropolitan,1123
1032,Cremorne,443 Punt Rd,3,h,1475000,PI,Biggin,10/9/16,2.5,3121,3,2,2.0,324,165.0,1880.0,Yarra,-37.8278,144.9885,Northern Metropolitan,1123
1033,Seaholme,13 Sussex St,5,h,1415000,S,Greg,17/9/16,12.7,3018,5,3,6.0,705,313.0,2005.0,Hobsons Bay,-37.864,144.8437,Western Metropolitan,852
1035,Keilor Park,18 William St,3,h,575000,S,Nelson,27/11/16,14.5,3042,3,1,1.0,338,107.0,1960.0,Brimbank,-37.7212,144.8545,Western Metropolitan,1119
1036,Gardenvale,66A Gardenvale Rd,3,h,1250000,PI,Nick,11/2/17,9.8,3185,3,2,2.0,236,193.0,2004.0,Glen Eira,-37.8982,145.0121,Southern Metropolitan,534
1040,Armadale,8/15 Egerton Rd,2,u,480000,VB,hockingstuart,8/4/17,6.3,3143,2,1,1.0,0,66.0,1960.0,Stonnington,-37.8624,145.0223,Southern Metropolitan,4836
1041,Ascot Vale,6 Munro St,3,h,1435000,S,Nelson,8/4/17,5.9,3032,3,1,1.0,450,155.0,1920.0,Moonee Valley,-37.7756,144.9148,Western Metropolitan,6567
1043,Ashwood,5 Harcourt St,2,h,1495000,S,Barry,8/4/17,12.2,3147,2,1,2.0,803,95.0,1950.0,Monash,-37.8683,145.1064,Southern Metropolitan,2894
1050,Bentleigh East,7 Celia St,3,h,986000,S,Buxton,8/4/17,13.9,3165,3,1,3.0,337,100.0,1950.0,Glen Eira,-37.9331,145.0586,Southern Metropolitan,10969
1051,Bentleigh East,28B Barrington St,3,t,1225000,S,hockingstuart,20/5/17,13.9,3165,3,2,2.0,372,180.0,2008.0,Glen Eira,-37.9127,145.0694,Southern Metropolitan,10969
1053,Bentleigh East,15 Lilac St,4,h,1292000,S,Woodards,29/4/17,13.9,3165,4,1,2.0,587,161.0,1950.0,Glen Eira,-37.9194,145.057,Southern Metropolitan,10969
1055,Box Hill,11 Howard St,3,h,2080000,S,Buxton,22/4/17,13.1,3128,3,2,2.0,693,158.0,1925.0,Whitehorse,-37.8229,145.1217,Eastern Metropolitan,4605
1056,Brighton,2 Normanby St,3,h,2225000,PI,Nick,8/4/17,11.2,3186,3,2,2.0,0,167.0,1980.0,Bayside,-37.911,144.9866,Southern Metropolitan,10579
1057,Brighton,24 North Rd,4,h,4225000,S,Biggin,8/4/17,11.2,3186,4,2,2.0,920,333.0,1990.0,Bayside,-37.8981,144.9902,Southern Metropolitan,10579
1058,Brighton,8/20 Yuille St,3,t,2100000,S,Buxton,8/4/17,11.2,3186,3,2,4.0,0,145.0,1970.0,Bayside,-37.928,145.0002,Southern Metropolitan,10579
1060,Brighton,3/12 Wellington St,3,u,1221000,S,Nick,22/4/17,11.2,3186,3,2,2.0,0,109.0,1975.0,Bayside,-37.9163,144.9901,Southern Metropolitan,10579
1062,Brunswick,217 Victoria St,3,h,1210000,S,Woodards,6/5/17,5.2,3056,3,1,0.0,282,112.0,1900.0,Moreland,-37.7674,144.966,Northern Metropolitan,11918
1063,Brunswick,2/199 Barkly St,1,u,528000,S,Nelson,8/4/17,5.2,3056,1,1,1.0,0,58.0,2010.0,Moreland,-37.7767,144.9676,Northern Metropolitan,11918
1064,Brunswick,1/19 Manallack St,4,h,1210000,SP,Woodards,8/4/17,5.2,3056,4,2,1.0,373,200.0,2009.0,Moreland,-37.7733,144.9599,Northern Metropolitan,11918
1066,Brunswick East,15/67 Nicholson St,2,u,435000,SP,Pagan,13/5/17,4.5,3057,2,1,1.0,0,70.0,2011.0,Moreland,-37.7755,144.9786,Northern Metropolitan,5533
1067,Brunswick East,7 Weigall St,3,h,1500000,S,Jellis,22/4/17,4.5,3057,3,1,3.0,446,125.0,1940.0,Moreland,-37.7682,144.9835,Northern Metropolitan,5533
1069,Brunswick West,63A Hunter St,3,h,1220000,S,Woodards,13/5/17,5.9,3055,3,1,1.0,335,113.0,1940.0,Moreland,-37.766,144.945,Northern Metropolitan,7082
1070,Brunswick West,10 Shamrock St,3,h,1100000,VB,Nelson,13/5/17,5.9,3055,3,2,1.0,169,139.0,1900.0,Moreland,-37.7585,144.9504,Northern Metropolitan,7082
1072,Brunswick West,141 Pearson St,4,h,1205000,S,Nelson,29/4/17,5.9,3055,4,2,2.0,518,160.0,1980.0,Moreland,-37.7606,144.9499,Northern Metropolitan,7082
1073,Burwood,362 Burwood Hwy,2,h,1815000,S,Lindellas,20/5/17,11.7,3125,1,1,1.0,698,196.0,1960.0,Whitehorse,-37.8518,145.1278,Southern Metropolitan,5678
1075,Camberwell,20 Crellin Gr,2,h,1900000,S,Noel,13/5/17,7.8,3124,2,1,3.0,633,134.0,1960.0,Boroondara,-37.8427,145.0824,Southern Metropolitan,8920
1080,Carnegie,2/60 Woornack Rd,2,u,635000,S,Noel,6/5/17,11.4,3163,2,1,1.0,0,73.0,1980.0,Glen Eira,-37.8981,145.0619,Southern Metropolitan,7822
